case_code,date,year,month,day,hour,zip_code,escalated,mobile,city,state,location_primary,school_level,offender_count,relationship,weapon_primary,weapon_pistol_tot,weapon_shotgun_tot,weapon_rifle_tot,weapon_tot,shot_tot,shot_tot_incl,shot_cit_tot,shot_le_tot,shot_guard_tot,wound_tot,wound_tot_incl,wound_cit_tot,wound_le_tot,wound_guard_tot,kill_tot,kill_tot_incl,kill_cit_tot,kill_le_tot,kill_guard_tot,resolution,resolved_pre_le,age_1,age_2,age_3,sex_1,sex_2,sex_3,race_1,race_2,race_3
475,2022-03-19,2022,Mar,Sat,1,11419,Yes,No,New York,NY,Business,,1,No relationship,Pistol,1,0,0,1,2,2,2,0,0,2,2,2,0,0,0,0,0,0,0,Fled,Yes,,,,Male,,,,,
476,2022-04-05,2022,Apr,Tue,22,29625,No,No,Anderson,SC,Business,,1,Other,Rifle,0,0,1,1,2,2,2,0,0,1,1,1,0,0,1,1,1,0,0,Suicide before police arrival,Yes,51,,,Male,,,Caucasian,,
477,2022-04-12,2022,Apr,Tue,8,10012,No,No,New York (Brooklyn),NY,Outdoors,,1,No relationship,Pistol,1,0,0,1,10,23,10,0,0,10,23,10,0,0,0,0,0,0,0,Fled,Yes,62,,,Male,,,African American,,
478,2022-04-15,2022,Apr,Fri,10,54893,No,Yes,Oakland,WI,Outdoors,,1,No relationship,Pistol,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fled,No,23,,,Male,,,Caucasian,,
479,2022-04-17,2022,Apr,Sun,0,80816,No,No,Florissant,CO,Other,,1,No relationship,Rifle,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Suicide after police arrival,No,63,,,Male,,,Middle Eastern,,
480,2022-04-22,2022,Apr,Fri,15,20008,No,No,Washington,DC,School,6-12,1,No relationship,Rifle,1,0,2,3,4,4,3,0,1,4,4,3,0,1,0,0,0,0,0,Suicide after police arrival,No,23,,,Male,,,Latino,,
481,2022-05-07,2022,May,Sat,12,78681,No,Yes,Round Rock,TX,Outdoors,,1,No relationship,Rifle,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,Subdued by police,No,31,,,Male,,,Caucasian,,
482,2022-05-09,2022,May,Mon,7,30024,No,No,Gwinnett County,GA,Outdoors,,1,No relationship,Pistol,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Fled,Yes,57,,,Female,,,African American,,
483,2022-05-09,2022,May,Mon,7,30318,No,No,Atlanta,GA,Outdoors,,1,No relationship,Pistol,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shot by police,No,25,,,Male,,,African American,,
484,2022-05-11,2022,May,Wed,14,75229,No,No,Dallas,TX,Business,,1,No relationship,Rifle,0,0,1,1,3,3,3,0,0,3,3,3,0,0,0,0,0,0,0,Fled,Yes,36,,,Male,,,African American,,
485,2022-05-14,2022,May,Sat,14,14208,No,No,Buffalo,NY,Business,,1,No relationship,Rifle,0,0,1,1,13,13,12,0,1,3,3,3,0,0,10,10,9,0,1,Subdued by police,No,18,,,Male,,,Caucasian,,
486,2022-05-15,2022,May,Sun,13,92637,No,No,Laguna Woods,CA,Other,,1,No relationship,Pistol,1,0,0,1,6,6,6,0,0,5,5,5,0,0,1,1,1,0,0,Subdued by citizens,Yes,68,,,Male,,,Asian,,
487,2022-05-24,2022,May,Tue,11,78801,No,No,Uvalde,TX,School,Elementary school,1,Student,Rifle,0,0,1,1,38,38,35,3,0,17,17,14,3,0,21,21,21,0,0,Shot by police,No,18,,,Male,,,Latino,,
488,2022-05-25,2022,May,Wed,22,25311,Yes,No,Charleston,WV,Outdoors,,1,No relationship,Rifle,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shot by citizen,Yes,37,,,Male,,,African American,,
489,2022-05-28,2022,May,Sat,14,29505,No,No,Florence,SC,Outdoors,,1,No relationship,Rifle,0,0,1,1,2,2,2,0,0,1,1,1,0,0,1,1,1,0,0,Fled,Yes,40,,,Male,,,Caucasian,,
490,2022-06-01,2022,Jun,Wed,16,74136,No,No,Tulsa,OK,Other,,1,Indirect,Rifle,1,0,1,2,4,4,4,0,0,0,0,0,0,0,4,4,4,0,0,Suicide after police arrival,No,45,,,Male,,,African American,,
491,2022-06-09,2022,Jun,Thu,14,21783,No,No,Smithsburg,MD,Business,,1,Coworker,Pistol,1,0,0,1,4,5,4,0,0,1,2,1,0,0,3,3,3,0,0,Fled,Yes,23,,,Male,,,Latino,,
492,2022-06-12,2022,Jun,Sun,18,63011,No,Yes,Ellisville,MO,Outdoors,,1,No relationship,Pistol,1,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,Fled,Yes,52,,,Male,,,Caucasian,,
493,2022-06-13,2022,Jun,Mon,8,75137,No,No,Duncanville,TX,Business,,1,No relationship,Pistol,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shot by police,No,42,,,Male,,,African American,,
494,2022-06-16,2022,Jun,Thu,18,35223,No,No,Vestavia Hills (Birmingham),AL,Other,,1,No relationship,Pistol,1,0,0,1,3,3,3,0,0,0,0,0,0,0,3,3,3,0,0,Subdued by citizens,Yes,70,,,Male,,,Caucasian,,
495,2022-06-21,2022,Jun,Tue,4,19124,No,Yes,Philadelphia,PA,Outdoors,,1,No relationship,Pistol,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,Fled,Yes,24,,,Male,,,Latino,,
496,2022-07-04,2022,Jul,Mon,9,20876,No,Yes,Germantown,MD,Outdoors,,1,No relationship,Rifle,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Subdued by police,No,26,,,Male,,,African American,,
497,2022-07-04,2022,Jul,Mon,10,60035,No,No,Highland Park,IL,Outdoors,,1,No relationship,Rifle,0,0,1,1,55,55,55,0,0,48,48,48,0,0,7,7,7,0,0,Fled,Yes,21,,,Male,,,Caucasian,,
498,2022-07-17,2022,Jul,Sun,17,46142,No,No,Indianapolis (Greenwood),IN,Business,,1,No relationship,Rifle,1,0,2,3,5,5,5,0,0,2,2,2,0,0,3,3,3,0,0,Shot by citizen,Yes,20,,,Male,,,Caucasian,,
499,2022-07-25,2022,Jul,Mon,4,28501,No,Yes,Kinston,NC,Outdoors,,1,No relationship,Pistol,1,0,0,1,2,2,2,0,0,0,0,0,0,0,2,2,2,0,0,Fled,Yes,24,,,Male,,,African American,,
500,2022-07-27,2022,Jul,Wed,0,48207,No,No,Detroit,MI,Outdoors,,1,No relationship,Shotgun,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fled,Yes,,,,Male,,,,,
501,2022-07-31,2022,Jul,Sun,2,48227,Yes,No,Detroit,MI,Other,,1,No relationship,Rifle,0,0,2,2,8,8,8,0,0,6,6,6,0,0,2,2,2,0,0,Subdued by police,No,36,,,Male,,,African American,,
502,2022-08-04,2022,Aug,Thu,19,87301,No,No,Gallup,NM,Outdoors,,1,No relationship,Vehicle,0,0,0,0,0,0,0,0,0,15,,13,2,0,0,,0,0,0,Subdued by police,No,33,,,Male,,,Latino,,
503,2022-08-14,2022,Aug,Sun,17,72209,No,Yes,Little Rock,AR,Business,,1,No relationship,Pistol,1,0,0,1,3,2,3,0,0,1,1,1,0,0,2,1,2,0,0,Fled,Yes,31,,,Male,,,African American,,
504,2022-08-17,2022,Aug,Wed,5,36830,No,Yes,Auburn,AL,Outdoors,,1,No relationship,Pistol,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,Fled,Yes,39,,,Male,,,African American,,
505,2022-08-28,2022,Aug,Sun,1,77074,No,No,Houston,TX,Other,,1,No relationship,Shotgun,0,1,0,1,6,6,6,0,0,3,3,3,0,0,3,3,3,0,0,Shot by police,No,54,,,Male,,,Caucasian,,
506,2022-08-28,2022,Aug,Sun,4,48221,No,Yes,Detroit,MI,Outdoors,,1,No relationship,Pistol,1,0,0,1,4,4,4,0,0,1,1,1,0,0,3,3,3,0,0,Fled,Yes,19,,,Male,,,African American,,
507,2022-08-28,2022,Aug,Sun,19,97701,No,No,Bend,OR,Business,,1,Other,Rifle,0,1,1,2,4,4,4,0,0,2,2,2,0,0,2,2,2,0,0,Suicide after police arrival,No,20,,,Male,,,Caucasian,,
508,2022-08-28,2022,Aug,Sun,20,85027,No,No,Phoenix,AZ,Outdoors,,1,No relationship,Rifle,0,0,1,1,7,7,5,2,0,5,5,3,2,0,2,2,2,0,0,Suicide after police arrival,No,24,,,Male,,,Caucasian,,
509,2022-09-07,2022,Sep,Wed,0,38112,No,No,Memphis,TN,Outdoors,,1,No relationship,Pistol,1,0,0,1,6,6,6,0,0,3,3,3,0,0,3,3,3,0,0,Fled,Yes,19,,,Male,,,African American,,
510,2022-10-05,2022,Oct,Wed,18,77523,Yes,Yes,Baytown,TX,Outdoors,,1,No relationship,Pistol,1,0,0,1,4,4,4,0,0,2,2,2,0,0,2,2,2,0,0,Shot by police,No,33,,,Male,,,Latino,,
511,2022-10-06,2022,Oct,Thu,11,89109,Yes,Yes,Las Vegas,NV,Outdoors,,1,No relationship,Knife,0,0,0,1,0,0,0,0,0,6,,6,0,0,2,,2,0,0,Fled,Yes,32,,,Male,,,Latino,,
512,2022-10-13,2022,Oct,Thu,17,27604,No,Yes,Raleigh,NC,Outdoors,,1,No relationship,Shotgun,1,1,0,3,6,7,5,1,0,1,2,1,0,0,4,5,3,1,0,Fled,Yes,15,,,Male,,,Caucasian,,
513,2022-10-24,2022,Oct,Mon,9,63139,No,No,St. Louis,MO,School,High school,1,Student,Rifle,0,0,1,1,9,9,9,0,0,7,7,7,0,0,2,2,2,0,0,Shot by police,No,19,,,Male,,,African American,,
514,2022-11-16,2022,Nov,Wed,6,90604,No,No,Los Angeles,CA,Outdoors,,1,No relationship,Vehicle,0,0,0,0,0,0,0,0,0,25,,0,25,0,0,,0,0,0,Subdued by police,No,22,,,Male,,,Latino,,
515,2022-11-19,2022,Nov,Sat,13,85392,No,Yes,Avondale,AZ,Outdoors,,1,No relationship,Pistol,1,0,0,1,3,3,3,0,0,2,2,2,0,0,1,1,1,0,0,Subdued by police,No,29,,,Male,,,African American,,
516,2022-11-19,2022,Nov,Sat,23,80917,No,No,Colorado Springs,CO,Business,,1,No relationship,Rifle,1,0,1,2,24,33,24,0,0,19,28,19,0,0,5,5,5,0,0,Subdued by citizens,Yes,22,,,Male,,,Caucasian,,
517,2022-11-22,2022,Nov,Tue,22,23320,No,No,Chesapeake,VA,Business,,1,Coworker,Pistol,1,0,0,1,12,12,12,0,0,6,6,6,0,0,6,6,6,0,0,Suicide before police arrival,Yes,31,,,Male,,,African American,,
518,2022-12-11,2022,Dec,Sun,20,17602,No,No,Lancaster,PA,Outdoors,,1,No relationship,Pistol,1,0,0,1,2,3,2,0,0,2,2,2,0,0,0,1,0,0,0,Suicide before police arrival,Yes,36,,,Male,,,African American,,
519,2022-12-14,2022,Dec,Wed,22,32819,No,Yes,Orange County,FL,Business,,1,No relationship,Rifle,0,0,1,1,2,2,1,0,1,2,2,1,0,1,0,0,0,0,0,Fled,Yes,19,,,Male,,,African American,,
520,2023-01-05,2023,Jan,Thu,14,15237,No,Yes,Ross Township & Pittsburgh,PA,Outdoors,,1,No relationship,Pistol,1,0,0,1,1,2,1,0,0,1,2,1,0,0,0,0,0,0,0,Fled,Yes,28,,,Male,,,African American,,
521,2023-01-12,2023,Jan,Thu,13,98057,No,Yes,Renton and SeaTac,WA,Outdoors,,1,No relationship,Pistol,1,0,0,1,3,3,3,0,0,2,2,2,0,0,1,1,1,0,0,Fled,Yes,32,,,Male,,,African American,,
522,2023-01-21,2023,Jan,Sat,22,91754,No,Yes,Monterey Park; Alhambra,CA,Business,,1,No relationship,Pistol,1,0,0,1,20,20,20,0,0,9,9,9,0,0,11,11,11,0,0,Subdued by citizens,Yes,72,,,Male,,,Asian,,
523,2023-01-23,2023,Jan,Mon,14,94019,No,Yes,Half Moon Bay,CA,Business,,1,Coworker,Pistol,1,0,0,1,8,8,8,0,0,1,1,1,0,0,7,7,7,0,0,Fled,Yes,66,,,Male,,,Asian,,
524,2023-01-24,2023,Jan,Tue,3,98901,No,No,Yakima,WA,Business,,1,No relationship,Pistol,1,0,0,1,3,3,3,0,0,0,0,0,0,0,3,3,3,0,0,Fled,Yes,21,,,Male,,,Caucasian,,
525,2023-01-27,2023,Jan,Fri,20,92114,No,Yes,San Diego,CA,Outdoors,,1,No relationship,Pistol,1,0,0,1,5,5,5,0,0,4,4,4,0,0,1,1,1,0,0,Fled,Yes,22,,,Male,,,Latino,,
526,2023-02-13,2023,Feb,Mon,20,48824,No,No,East Lansing,MI,School,University,1,No relationship,Pistol,1,0,0,1,8,8,8,0,0,5,5,5,0,0,3,3,3,0,0,Fled,Yes,43,,,Male,,,African American,,
527,2023-03-13,2023,Mar,Mon,16,79423,No,Yes,Lubbock,TX,Business,,1,No relationship,Pistol,1,0,0,1,4,4,4,0,0,3,3,3,0,0,1,1,1,0,0,Fled,Yes,49,,,Male,,,Caucasian,,
528,2023-03-22,2023,Mar,Wed,15,70733,No,Yes,French Settlement,LA,Outdoors,,1,No relationship,Pistol,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,Fled,Yes,45,,,Male,,,Caucasian,,
529,2023-03-27,2023,Mar,Mon,6,27610,No,No,Raleigh,NC,Outdoors,,1,No relationship,Pistol,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shot by police,No,31,,,Male,,,Latino,,
530,2023-03-27,2023,Mar,Mon,10,37215,No,No,Nashville,TN,School,Elementary school,1,Student,Rifle,1,0,2,3,6,7,6,0,0,0,1,0,0,0,6,6,6,0,0,Shot by police,No,28,,,Male,,,Caucasian,,
531,2023-03-28,2023,Mar,Tue,22,38104,Yes,No,Memphis,TN,Business,,1,No relationship,Rifle,0,0,1,1,2,2,1,0,1,2,2,1,0,1,0,0,0,0,0,Fled,Yes,31,,,Male,,,African American,,
532,2023-04-02,2023,Apr,Sun,3,85201,No,No,Mesa,AZ,Business,,1,No relationship,Pistol,1,0,0,1,2,2,2,0,0,2,2,2,0,0,0,0,0,0,0,Fled,Yes,30,,,Male,,,African American,,
533,2023-04-10,2023,Apr,Mon,8,40202,No,No,Louisville,KY,Business,,1,Other,Rifle,0,0,1,1,13,13,10,3,0,8,8,5,3,0,5,5,5,0,0,Shot by police,No,25,,,Male,,,Caucasian,,
534,2023-04-16,2023,Apr,Sun,16,90813,No,Yes,Long Beach,CA,Outdoors,,1,No relationship,Pistol,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,Shot by police,No,39,,,Male,,,Latino,,
535,2023-04-18,2023,Apr,Tue,9,74106,No,Yes,Tulsa,OK,Other,,1,No relationship,Pistol,1,0,0,1,2,2,2,0,0,0,0,0,0,0,2,2,2,0,0,Subdued by police,No,61,,,Male,,,African American,,
536,2023-04-20,2023,Apr,Thu,20,46240,No,No,Indianapolis,IN,Outdoors,,1,No relationship,Pistol,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,Subdued by police,No,25,,,Male,,,Caucasian,,
537,2023-04-25,2023,Apr,Tue,16,30312,No,Yes,Atlanta,GA,Outdoors,,1,No relationship,Pistol,2,0,0,2,2,2,2,0,0,2,2,2,0,0,0,0,0,0,0,Fled,Yes,23,,,Male,,,Latino,,
538,2023-04-29,2023,Apr,Sat,2,94605,No,No,Oakland,CA,Outdoors,,1,No relationship,Rifle,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,Subdued by police,No,39,,,Male,,,African American,,
539,2023-05-01,2023,May,Mon,19,84104,No,No,Salt Lake CIty,UT,Outdoors,,1,No relationship,Rifle,0,0,1,1,2,2,2,0,0,2,2,2,0,0,0,0,0,0,0,Fled,Yes,32,,,Male,,,Latino,,
540,2023-05-03,2023,May,Wed,11,30309,No,No,Atlanta,GA,Other,,1,No relationship,Pistol,1,0,0,1,5,5,5,0,0,4,4,4,0,0,1,1,1,0,0,Fled,Yes,24,,,Male,,,African American,,
541,2023-05-06,2023,May,Sat,15,75013,No,No,Allen,TX,Business,,1,No relationship,Rifle,0,0,1,1,15,15,14,0,1,7,7,7,0,0,8,8,7,0,1,Shot by police,No,33,,,Male,,,Latino,,
542,2023-05-15,2023,May,Mon,10,87401,No,Yes,Farmington,NM,Outdoors,,1,No relationship,Rifle,2,0,1,3,9,9,7,2,0,6,6,4,2,0,3,3,3,0,0,Shot by police,No,18,,,Male,,,Caucasian,,
543,2023-05-26,2023,May,Fri,14,85016,No,Yes,Phoenix; Mesa,AZ,Outdoors,,1,No relationship,Pistol,1,0,0,1,5,5,5,0,0,1,1,1,0,0,4,4,4,0,0,Fled,Yes,20,,,Male,,,African American,,
544,2023-06-06,2023,Jun,Tue,21,93654,No,Yes,Reedley,CA,Outdoors,,1,No relationship,Pistol,1,0,0,1,3,3,3,0,0,2,2,2,0,0,1,1,1,0,0,Shot by police,No,20,,,Male,,,Latino,,
545,2023-06-17,2023,Jun,Sat,10,17059,No,Yes,Mifflintown,PA,Outdoors,,1,No relationship,Rifle,0,0,1,1,2,2,0,2,0,1,1,0,1,0,1,1,0,1,0,Shot by police,No,38,,,Male,,,Caucasian,,
546,2023-06-17,2023,Jun,Sat,20,98848,No,No,Quincy,WA,Outdoors,,1,No relationship,Pistol,1,0,0,1,5,5,4,0,1,3,3,2,0,1,2,2,2,0,0,Subdued by police,No,26,,,Male,,,Asian,,
547,2023-06-23,2023,Jun,Fri,15,89109,No,No,Las Vegas,NV,Other,,1,No relationship,Rifle,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shot by citizen,Yes,32,,,Male,,,Caucasian,,
548,2023-07-03,2023,Jul,Mon,20,19143,No,Yes,Philadelphia,PA,Outdoors,,1,No relationship,Rifle,0,0,1,1,6,8,6,0,0,2,4,2,0,0,4,4,4,0,0,Subdued by police,No,40,,,Male,,,African American,,
549,2023-07-08,2023,Jul,Sat,11,11203,No,Yes,New York,NY,Outdoors,,1,No relationship,Pistol,1,0,0,1,4,4,4,0,0,3,3,3,0,0,1,1,1,0,0,Fled,Yes,25,,,Male,,,Latino,,
550,2023-07-14,2023,Jul,Fri,15,58104,No,No,Fargo,ND,Outdoors,,1,No relationship,Rifle,1,0,1,2,4,4,1,3,0,3,3,1,2,0,1,1,0,1,0,Shot by police,No,37,,,Male,,,Middle Eastern,,
551,2023-07-15,2023,Jul,Sat,10,30228,No,Yes,Hampton,GA,Outdoors,,1,No relationship,Rifle,1,0,1,2,7,7,6,1,0,3,3,2,1,0,4,4,4,0,0,Fled,No,40,,,Male,,,African American,,
552,2023-07-23,2023,Jul,Sun,2,93960,No,Yes,Monterey County,CA,Outdoors,,1,No relationship,Pistol,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fled,Yes,27,,,Male,,,Latino,,
553,2023-08-02,2023,Aug,Wed,8,64134,No,Yes,Kansas City,MO,Outdoors,,1,No relationship,Pistol,1,0,0,1,3,3,3,0,0,2,2,2,0,0,1,1,1,0,0,Fled,Yes,21,,,Male,,,African American,,
554,2023-08-11,2023,Aug,Fri,22,55404,No,No,Minneapolis,MN,Outdoors,,2,No relationship,Pistol,2,0,0,2,7,7,7,0,0,6,6,6,0,0,1,1,1,0,0,Fled,No,17,14,,Male,Male,,African American,African American,
555,2023-08-23,2023,Aug,Wed,19,92679,No,No,Trabuco Canyon,CA,Business,,1,No relationship,Shotgun,3,1,0,4,9,9,9,0,0,6,6,6,0,0,3,3,3,0,0,Shot by police,No,59,,,Male,,,Caucasian,,
556,2023-08-26,2023,Aug,Sat,13,32209,No,No,Jacksonville,FL,Business,,1,No relationship,Rifle,1,0,1,2,3,3,3,0,0,0,0,0,0,0,3,3,3,0,0,Suicide after police arrival,No,21,,,Male,,,Caucasian,,
557,2023-08-31,2023,Aug,Thu,17,78759,No,No,Austin,TX,Business,,1,No relationship,Pistol,1,0,0,1,2,2,2,0,0,1,1,1,0,0,1,1,1,0,0,Suicide before police arrival,Yes,38,,,Male,,,Asian,,
558,2023-09-21,2023,Sep,Thu,23,32550,No,Yes,Miramar Beach (Sandestin),FL,Outdoors,,1,No relationship,Pistol,1,0,0,1,2,2,2,0,0,1,1,1,0,0,1,1,1,0,0,Fled,Yes,21,,,Male,,,Caucasian,,
559,2023-09-25,2023,Sep,Mon,14,75210,No,Yes,Dallas,TX,Outdoors,,1,No relationship,Pistol,1,0,0,1,4,4,4,0,0,3,3,3,0,0,1,1,1,0,0,Fled,Yes,27,,,Male,,,African American,,
560,2023-10-24,2023,Oct,Tue,18,44035,No,Yes,Elyria,OH,Outdoors,,1,No relationship,Pistol,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,Fled,Yes,24,,,Male,,,African American,,
561,2023-10-25,2023,Oct,Wed,18,04240,No,Yes,Lewiston,ME,Business,,1,No relationship,Rifle,0,0,1,1,31,31,31,0,0,13,13,13,0,0,18,18,18,0,0,Fled,Yes,40,,,Male,,,Caucasian,,
562,2023-10-29,2023,Oct,Sun,1,60623,Yes,No,Chicago,IL,Business,,1,No relationship,Pistol,1,0,0,1,15,15,15,0,0,15,15,15,0,0,0,0,0,0,0,Fled,Yes,48,,,Male,,,African American,,
563,2023-11-17,2023,Nov,Fri,15,03301,No,No,Concord,NH,Other,,1,No relationship,Pistol,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Shot by police,No,33,,,Male,,,Caucasian,,
564,2023-11-20,2023,Nov,Mon,20,45431,No,No,Beavercreek,OH,Business,,1,No relationship,Rifle,0,0,1,1,3,4,3,0,0,3,4,3,0,0,0,0,0,0,0,Suicide after police arrival,No,20,,,Male,,,Caucasian,,
565,2023-11-25,2023,Nov,Sat,18,05401,No,No,Burlington,VT,Outdoors,,1,No relationship,Pistol,1,0,0,1,3,3,3,0,0,3,3,3,0,0,0,0,0,0,0,Fled,Yes,48,,,Male,,,Caucasian,,
566,2023-12-06,2023,Dec,Wed,11,89154,No,No,Las Vegas,NV,School,University,1,No relationship,Pistol,1,0,0,1,4,4,4,0,0,1,1,1,0,0,3,3,3,0,0,Shot by police,No,67,,,Male,,,Latino,,
567,2023-12-06,2023,Dec,Wed,21,98003,No,Yes,Federal Way,WA,Outdoors,,1,No relationship,Pistol,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,Fled,Yes,28,,,Male,,,Latino,,
13,2001-05-07,2001,May,Mon,7,99508,No,No,Anchorage,AK,School,Elementary school,1,No relationship,Knife,0,0,0,1,0,0,0,0,0,4,,4,0,0,0,,0,0,0,Subdued by police,No,33,,,Male,,,Caucasian,,
385,2020-07-30,2020,Jul,Thu,6,99577,No,No,Eagle River,AK,Outdoors,,1,No relationship,Rifle,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,Shot by police,No,57,,,Male,,,Caucasian,,
360,2019-12-04,2019,Dec,Wed,14,96860,No,No,Pearl Harbor,HI,Other,,1,Coworker,Rifle,1,0,1,2,3,3,3,0,0,1,1,1,0,0,2,2,2,0,0,Suicide before police arrival,Yes,22,,,Male,,,Latino,,
